reference,name,site-addre,hectares,ownership-,planning_2,water_risk,soil_risk,slope_risk,total_risk
HLA-341,HLA-341,"66 St Georges Road, Bolton, BL1 2DD",0.01,not-owned-by-a-public-authority,permissioned,0.9822743463469964,0.5833333333333334,0.9281306461895583,0.831246108623296
HLA-342,HLA-342,"Land at Dickinson Street West, Horwich, Bolton",0.04,not-owned-by-a-public-authority,permissioned,0.8953059967378575,0.5833333333333334,0.9553889560678533,0.811342762046348
HLA-343,HLA-343,"The Old Scrapyard, Windley Street, Bolton, BL2 2AA",0.19,owned-by-a-public-authority,permissioned,0.942090587843482,0.5833333333333334,0.8762959160937793,0.8005732790901982
HLA-350,HLA-350,"The Gypsys Tent, 178 Deansgate, Bolton, BL1 4AB",0.02,not-owned-by-a-public-authority,permissioned,0.9861432987131921,0.5833333333333334,0.8400712802317852,0.8031826374261035
HLA-357,HLA-357,"96,106 & Paddock, Chorley Road, Westhoughton, Bolton, BL5 3PL",0.6,not-owned-by-a-public-authority,permissioned,0.6209812774211123,0.5833333333333334,0.8956213838281766,0.6999786648608741
HL/1958/00,HL/1958/00,"Former Petrol Station, Parr Lane, Unsworth, Bury",0.1,not-owned-by-a-public-authority,not-permissioned,0.8655564414505741,0.5833333333333334,0.9544782963832151,0.8011226903890409
HL/2057/00,HL/2057/00,"Fairfield Service Station, Rochdale Old Road, Bury",0.1,not-owned-by-a-public-authority,not-permissioned,0.9031090987026061,0.5833333333333334,0.83691060807655,0.7744510133708298
HL/2175/00,HL/2175/00,"The Heathlands Village, Heathlands Drive, Prestwich",0.17,not-owned-by-a-public-authority,not-permissioned,0.8648167764352288,0.5833333333333334,0.7804108673242454,0.7428536590309358
HL/2219/00,HL/2219/00,"Yard, North of Birch Street, Bury",0.16,not-owned-by-a-public-authority,not-permissioned,0.8666115412036128,0.5833333333333334,0.9516078028312766,0.800517559122741
HL/2227/00,HL/2227/00,"Corner Walmersley Road/Moorgate, Bury",0.41,mixed-ownership,not-permissioned,0.8311475708805384,0.5833333333333334,0.9577592545149638,0.7907467195762785
HL/2241/00,HL/2241/00,"Former Police Station, Irwell Street, Bury",0.7,owned-by-a-public-authority,not-permissioned,0.9409955861099779,0.5833333333333334,0.901374086887036,0.8085676687767824
HL/2253/00,HL/2253/00,"Land opposite 9 to 21 Unsworth Street, Radcliffe",0.34,not-owned-by-a-public-authority,not-permissioned,0.8349467771679263,0.5833333333333334,0.8630624779566917,0.7604475294859837
HL/2255/00,HL/2255/00,"Mill, Water Street/Bolton Street, Radcliffe",0.14,not-owned-by-a-public-authority,not-permissioned,0.8715836951744075,0.5833333333333334,0.9426720563744995,0.7991963616274135
HL/2310/00,HL/2310/00,"Buildings at Park Lane Farm, Philips Park, Whitefield",0.42,not-owned-by-a-public-authority,not-permissioned,0.7349449868025945,0.5833333333333334,0.9251499420074899,0.7478094207144727
HL/2312/00,HL/2312/00,"Garside Garage including Scrap Yard & Stables, Garside Hey Road, Tottington",0.33,not-owned-by-a-public-authority,not-permissioned,0.9964671498835465,0.5833333333333334,0.9503066654684542,0.8433690495617782
HL/2383/00,HL/2383/00,"Works off East Street, Radcliffe",0.15,not-owned-by-a-public-authority,not-permissioned,0.9821061836112696,0.5833333333333334,0.9043031580559486,0.8232475583335171
HL/2586/00,HL/2586/00,"46-48 Bury Old Road, Prestwich",0.21,not-owned-by-a-public-authority,not-permissioned,0.7371066390766671,0.5833333333333334,0.9046842563856059,0.7417080762652022
HL/2599/00,HL/2599/00,"Spring Steet Sawmills, Spring Street, Ramsbottom",0.12,not-owned-by-a-public-authority,not-permissioned,0.8671711332764973,0.5833333333333334,0.8426109782315118,0.7643718149471143
HL/1981/00,HL/1981/00,"Works opposite 101 Mather Road, Bury",0.33,not-owned-by-a-public-authority,not-permissioned,0.751701971248159,0.5833333333333334,0.860916893183816,0.7319840659217695
HL/2956/00,HL/2956/00,"Wheatfield Centre, Victoria Avenue, Whitefield",1.12,owned-by-a-public-authority,not-permissioned,0.6669046115348775,0.75,0.9328307458676084,0.7832451191341621
HL/2169/00,HL/2169/00,"Rear of Unsworth Methodist Church, Hollins Lane, Bury",0.26,not-owned-by-a-public-authority,not-permissioned,0.8708877267518723,0.5833333333333334,0.9587049228397168,0.8043086609749741
HL/2441/00,HL/2441/00,"Bealey Industrial Estate, Hallam Street, Off Dumers Lane, Radcliffe",5.16,not-owned-by-a-public-authority,not-permissioned,0.9274085164624949,0.5833333333333334,0.9593161690779518,0.8233526729579267
HL/2492/00,HL/2492/00,"Longfield Suite, Prestwich",1.89,mixed-ownership,not-permissioned,0.6345009419819105,0.75,0.9480054995142253,0.7775021471653787
HL/2724/00,HL/2724/00,"Garage Colony at junction of Fern Street and Quarry Street, Peel Brow, Ramsbottom",0.12,owned-by-a-public-authority,not-permissioned,0.9973443862205108,0.5833333333333334,0.7195322480633316,0.7667366558723919
HL/2839/00,HL/2839/00,"Former Ramsbottom Police Station, Bridge Street, Ramsbottom, Bury, BL0 9AB",0.07,not-owned-by-a-public-authority,not-permissioned,0.9417361792586694,0.5833333333333334,0.9056358718294729,0.8102351281404919
HL/2338/00,HL/2338/00,"Land at Bury Road/York Street, Radcliffe, Manchester, M26 2WH",6.21,not-owned-by-a-public-authority,not-permissioned,0.994567720903873,0.5833333333333334,0.9339746105345508,0.8372918882572525
HL/3027/00,HL/3027/00,"New Summerseat House, Summerseat Lane, Ramsbottom, Bury, BL0 9UD",0.83,owned-by-a-public-authority,not-permissioned,0.8934513819766993,0.5833333333333334,0.93197630880793,0.8029203413726543
HL/2148/00,HL/2148/00,"Former Radcliffe High School, School Street, Radcliffe",2.31,owned-by-a-public-authority,not-permissioned,0.9022535552027596,0.5833333333333334,0.9286479540674969,0.80474494753453
HL/2149/00,HL/2149/00,"44-48 Stand Lane & 4-6 New Street, Radcliffe",0.09,not-owned-by-a-public-authority,not-permissioned,0.9691139533555919,0.5833333333333334,0.8793401392063978,0.8105958086317745
HL/2230/00,HL/2230/00,"Land off Knowsley Street (Q-Park airspace), Bury",0.37,owned-by-a-public-authority,not-permissioned,0.8687863253507316,0.5833333333333334,0.8516997720918859,0.7679398102586502
HL/2286/00,HL/2286/00,"Land adjacent Metro, Heys Road, Prestwich",0.25,not-owned-by-a-public-authority,not-permissioned,0.609216330206941,0.75,0.8627817930794188,0.7406660410954533
HL/2390/00,HL/2390/00,"Site of Former Paradise Mill, John Street, Bury, BL9 0NH",0.35,mixed-ownership,not-permissioned,0.854408397613681,0.5833333333333334,0.9509725173340038,0.7962380827603394
HL/2520/00,HL/2520/00,"Former Millwood School, Fletcher Fold Road, Bury, BL9 9RX",0.9,owned-by-a-public-authority,not-permissioned,0.8896296873236371,0.5833333333333334,0.9389570506584082,0.8039733571051263
HL/2526/01,HL/2526/01,"William Kemp Heaton Day Centre (Site B), St.Peters Road, Bury, BL9 9RP",1.34,owned-by-a-public-authority,not-permissioned,0.9499070745354707,0.5833333333333334,0.9044995731433039,0.8125799936707027
HL/2957/00,HL/2957/00,"Former Whitefield Library and Adult Learning Centre, Pinfold Lane, Whitefield, M45 7NY",0.21,owned-by-a-public-authority,not-permissioned,0.7144791523010252,0.5833333333333334,0.9277733213315549,0.7418619356553044
HL/3000/00,HL/3000/00,"7-9 Bury Road, Radcliffe",0.12,not-owned-by-a-public-authority,not-permissioned,0.9245382485753161,0.5833333333333334,0.9190026359464384,0.8089580726183626
HL/2146/01,HL/2146/01,"East Lancs Paper site, Land between Cockclod Street/Cunliffe Street, Radcliffe Manchester, M26 9PG",0.72,not-owned-by-a-public-authority,not-permissioned,0.9472254356198373,0.5833333333333334,0.9070303711438734,0.8125297133656814
HL/2158/00,HL/2158/00,"St. Anne's House, North Street, Radcliffe",0.3,not-owned-by-a-public-authority,not-permissioned,0.8817293652321433,0.5833333333333334,0.9351823801449736,0.8000816929034834
HL/2264/00,HL/2264/00,"South of Railway Street / North of Dale Street, Radcliffe",0.52,mixed-ownership,not-permissioned,0.9619278732067422,0.5833333333333334,0.7954923810792764,0.7802511958731174
HL/2460/03,HL/2460/03,"Humphrey House, Angouleme Way, Bury, BL9 6EQ",0.27,owned-by-a-public-authority,not-permissioned,0.821996556033866,0.5833333333333334,0.914865422172639,0.7733984371799462
HL/2765/00,HL/2765/00,"1 The Rock, Bury, BL9 0JP",0.02,not-owned-by-a-public-authority,not-permissioned,0.8911931144163677,0.5833333333333334,0.9480190673073101,0.8075151716856704
HL/2821/00,HL/2821/00,"6 School Street & 99 Blackburn Street, Radcliffe, Manchester, M26 0AP",0.03,not-owned-by-a-public-authority,not-permissioned,0.9305905333466742,0.5833333333333334,0.9568823949278275,0.8236020872026116
HL/2836/00,HL/2836/00,"2 Cook Street, Bury, BL9 0RP",0.16,not-owned-by-a-public-authority,not-permissioned,0.8520207174674468,0.5833333333333334,0.9645195919537008,0.7999578809181603
HL/2891/00,HL/2891/00,"Site of former Radcliffe Leisure Centre, Green Street, Radcliffe, M26 3ED",0.76,owned-by-a-public-authority,not-permissioned,0.943441957460608,0.5833333333333334,0.9621735373184048,0.8296496093707821
HL/2967/00,HL/2967/00,"Council Offices, 7 Whittaker Street, Radcliffe, M26 9TD",0.43,owned-by-a-public-authority,not-permissioned,0.9188188524358445,0.5833333333333334,0.9143878314972638,0.805513339088814
HL/3105/00,HL/3105/00,"Former CPU Kitchens, Willow Street, Bury, BL9 7QZ",0.15,owned-by-a-public-authority,not-permissioned,0.8631281929763007,0.5833333333333334,0.9419122457977718,0.7961245907024687
HL/3126/00,HL/3126/00,"Castle Leisure Centre, Bolton Street, Bury, BL9 0EZ",1.84,owned-by-a-public-authority,not-permissioned,0.928357376025667,0.5833333333333334,0.9219211590514895,0.81120395613683
HL/3127/00,HL/3127/00,Belle Vue Terrace Car Park,0.49,owned-by-a-public-authority,not-permissioned,0.9058727908133758,0.5833333333333334,0.9316499142079938,0.806952012784901
HL/3162/00,HL/3162/00,"Land at Stone Pale, Whitefield, M45 6JG",0.49,not-owned-by-a-public-authority,not-permissioned,0.6401169005193615,0.75,0.9417757843979812,0.7772975616391142
HL/3178/00,HL/3178/00,"Clerke Street, Bury",0.12,mixed-ownership,not-permissioned,0.8557261980534376,0.5833333333333334,0.955663223194155,0.798240918193642
HL/3180/00,HL/3180/00,"Millgate Shopping Centre, Bury",5.88,mixed-ownership,not-permissioned,0.8566591892516061,0.5833333333333334,0.9661014660803318,0.8020313295550904
HL/3182/00,HL/3182/00,"The Castle surface car park, Bolton Street, Bury",0.12,owned-by-a-public-authority,not-permissioned,0.9237209157777699,0.5833333333333334,0.863506033883166,0.7901867609980898
HL/2127/00,HL/2127/00,"Wellington Garage, Deardens Street, Bury",0.07,not-owned-by-a-public-authority,permissioned,0.9120882718436802,0.5833333333333334,0.9221326602010459,0.8058514217926865
HL/2206/00,HL/2206/00,"Site of Hartshead Works, Deal Street, Bury, BL9 7PU",0.5,not-owned-by-a-public-authority,permissioned,0.8345085505918451,0.5833333333333334,0.906003858656333,0.7746152475271705
HL/2374/01,HL/2374/01,"Acorn Business Centre, Fountain Street North, Bury, BL9 7AN",0.1,not-owned-by-a-public-authority,permissioned,0.7962297866874897,0.5833333333333334,0.8693437896131574,0.7496356365446601
HL/2844/00,HL/2844/00,"54 Ringley Road, Whitefield, Manchester, M45 7LL",0.17,not-owned-by-a-public-authority,permissioned,0.781180817272168,0.5833333333333334,0.8514336370433513,0.7386492625496176
HL/2841/00,HL/2841/00,"Victoria Mill, High Street, Walshaw, Bury, BL8 3FS",0.06,unknown-ownership,permissioned,0.7325662710785613,0.5833333333333334,0.9121005277595756,0.7426667107238235
HL/2889/00,HL/2889/00,"Car Park To The North Of 129 Croft Lane, Bury, BL9 8QH",0.18,not-owned-by-a-public-authority,permissioned,0.9909681752625104,0.5833333333333334,0.817339009591928,0.7972135060625906
HL/2146/00,HL/2146/00,"East Lancs Paper Mill Site, Rectory Lane, Radcliffe",22.98,owned-by-a-public-authority,permissioned,0.9309958558267947,0.5833333333333334,0.9177821678579787,0.8107037856727022
HL/2178/00,HL/2178/00,"Land adjacent to 41 Station Close, Radcliffe, Manchester, M26 4GW",0.43,not-owned-by-a-public-authority,permissioned,0.6417229649614271,0.5833333333333334,0.931181391504875,0.7187458965998784
HL/2797/00,HL/2797/00,"51 Rainsough Brow, Prestwich, Manchester, M25 9XW",0.11,not-owned-by-a-public-authority,permissioned,0.9510927161045952,0.75,0.8889302943156231,0.8633410034734061
HL/2842/00,HL/2842/00,"Land off Rochdale Road, Bury, BL9 7AX",0.1,owned-by-a-public-authority,permissioned,0.8054179221481914,0.5833333333333334,0.9332570226256631,0.7740027593690627
HL/2527/00,HL/2527/00,"Former Whittaker House (remaining area), Whittaker Street, Radcliffe, M26 2TD",0.26,owned-by-a-public-authority,permissioned,0.8959435105936133,0.5833333333333334,0.9334443371893901,0.8042403937054455
HL/2985/00,HL/2985/00,"85 Bury Old Road, Whitefield, Manchester, M45 7AY",0.12,not-owned-by-a-public-authority,permissioned,0.5563726509279521,0.75,0.94180581065949,0.7493928205291475
HL/2995/00,HL/2995/00,"Land off Kay Street, Summerseat, Bury",0.19,not-owned-by-a-public-authority,permissioned,0.9925866031784819,0.5833333333333334,0.7626832584930199,0.7795343983349451
HL/2826/00,HL/2826/00,"Lake Hill, Walshaw Road, Bury, BL8 1PT",0.99,not-owned-by-a-public-authority,permissioned,0.8480628472892078,0.5833333333333334,0.8726816743590293,0.7680259516605235
HL/2843/00,HL/2843/00,"Bast House Farm Barns, Manchester Road, Ramsbottom, Bury, BL9 5LZ",1.41,not-owned-by-a-public-authority,permissioned,0.9035607680488718,0.5833333333333334,0.8559051274300098,0.7809330762707383
HL/2339/00,HL/2339/00,"Station House, Bury Road, Radcliffe",0.59,not-owned-by-a-public-authority,permissioned,0.9002143908171466,0.5833333333333334,0.9539670022576356,0.8125049088027052
HL/3015/00,HL/3015/00,"Victoria Buildings, 9-13 Silver Street, Bury, BL9 0EU",0.07,not-owned-by-a-public-authority,permissioned,0.8992819779848213,0.5833333333333334,0.9036419820604047,0.7954190977928531
HL/3100/00,HL/3100/00,"Topping Mill, Topping Street, Bury, BL9 6DR",0.06,not-owned-by-a-public-authority,permissioned,0.8239035157894429,0.5833333333333334,0.9833164187147716,0.7968510892791826
HL/3131/00,HL/3131/00,"Woolfield House, Wash Lane, Bury, BL9 6BJ",0.12,not-owned-by-a-public-authority,permissioned,0.8152823875930545,0.5833333333333334,0.9309089269688814,0.7765082159650897
HL/3137/00,HL/3137/00,"125 Walmersley Road, Bury, BL9 5AY",0.05,not-owned-by-a-public-authority,permissioned,0.8470421316234593,0.5833333333333334,0.933203857221388,0.7878597740593936
HL/3150/00,HL/3150/00,"Singleton Court, Bury Old Road, Prestwich, Manchester, M25 8FX",0.22,not-owned-by-a-public-authority,permissioned,0.7293632530855136,0.5833333333333334,0.9294462002545832,0.7473809288911434
HL/3151/00,HL/3151/00,"The Turf Hotel, 116 Wash Lane, Bury, BL9 7DJ",0.04,not-owned-by-a-public-authority,permissioned,0.8779141972464136,0.5833333333333334,0.932220336951404,0.7978226225103837
3162,3162,"Land 20m West of 6 Ellerbeck View, Castle House Lane",0.2,not-owned-by-a-public-authority,not-permissioned,0.8826560904830107,0.75,0.9305737990448797,0.8544099631759634
3529,3529,Land rear of 51 Bolton Road,0.13,not-owned-by-a-public-authority,permissioned,0.8707473943653972,0.5833333333333334,0.9312063335171888,0.7950956870719731
2525,2525,"Talbot Mill, Froom Street, Chorley",4.44,not-owned-by-a-public-authority,permissioned,0.7357356746760829,0.5833333333333334,0.9605459004251862,0.7598716361448675
2955,2955,"Chimney and Building, Withnell Fold Mill, Withnell Fold, Withnell",2.08,not-owned-by-a-public-authority,permissioned,0.743169391258074,0.5833333333333334,0.9050471956624314,0.7438499734179462
3461,3461,"Pemberton House Farm, Park Hall Road",1.1,not-owned-by-a-public-authority,permissioned,0.931742286947661,0.5833333333333334,0.9443984973728761,0.8198247058846236
3462,3462,Land rear of 24-26 Westhoughton Road,0.49,not-owned-by-a-public-authority,permissioned,0.7213032191283646,0.5833333333333334,0.8832076163471696,0.7292813896029559
3544,3544,,0.05,not-owned-by-a-public-authority,permissioned,0.8148068180815571,0.5833333333333334,0.9209449344819252,0.7730283619656052
CS001,CS001,"Holehouse Mill, Marple Road, Chisworth",1.7,not-owned-by-a-public-authority,not-permissioned,0.7167133800944068,0.5833333333333334,0.7972349094831841,0.6990938743036414
BX051,BX051,"Market Street Depot, Buxton",0.8,owned-by-a-public-authority,not-permissioned,0.9647118734304356,0.5833333333333334,0.6304999559852171,0.7261817209163287
NM041,NM041,"Newtown Industrial Area, New Mills",2.99,not-owned-by-a-public-authority,not-permissioned,0.8937420648183251,0.5833333333333334,0.8816012880273254,0.7862255620596613
HD012,HD012,"Paradise Street, Hadfield",0.35,mixed-ownership,not-permissioned,0.8702153714809072,0.5833333333333334,0.898051190781515,0.7838666318652519
NM034,NM034,"Woodside Street, New Mills",0.6,not-owned-by-a-public-authority,not-permissioned,0.9254054375940269,0.5833333333333334,0.8713098057545103,0.7933495255606235
BV002,BV002,"Birch Vale Industrial Estate, New Mills",4.4,not-owned-by-a-public-authority,not-permissioned,0.9556252171403058,0.5833333333333334,0.7022571890202516,0.7470719131646302
GL070,GL070,"Former railway museum, Glossop",3.9,not-owned-by-a-public-authority,not-permissioned,0.986704104966007,0.5833333333333334,0.8629107433420092,0.8109827272137832
GA001,GA001,OLD RAIL SIDINGS GLOSSOP ROAD GLOSSOP,4.42,not-owned-by-a-public-authority,permissioned,0.8884595283471961,0.5833333333333334,0.8803187662380378,0.784037209306189
HPK/2017/0198,HPK/2017/0198,"Land at Woolley Bridge East of A57, Hadfield",0.97,not-owned-by-a-public-authority,permissioned,0.9972591449527741,0.5833333333333334,0.7589765517265574,0.7798563433375549
HPK/2020/0558,HPK/2020/0558,"Car Park to The Grouse Hotel, New Mills",0.22,not-owned-by-a-public-authority,permissioned,0.9355084607876801,0.5833333333333334,0.8192740552924885,0.7793719498045006
G32,G32,"Adderley Place, Glossop",1.3,mixed-ownership,permissioned,0.9104311222667398,0.5833333333333334,0.91045383726374,0.8014060976212711
HPK/2022/0353,HPK/2022/0353,"Zion Methodist Church, Simmondley Lane, Simmondley SK13 6NS",0.3,not-owned-by-a-public-authority,permissioned,0.9558407452302092,0.5833333333333334,0.8190481066854429,0.7860740617496619
HPK/2023/0025,HPK/2023/0025,Land south of Hollin Cross Lane Glossop SK13 8JH,2.0,not-owned-by-a-public-authority,permissioned,0.9966505549441348,0.5833333333333334,0.9253685021079543,0.8351174634618075
131240/FO/2021,131240/FO/2021,Vacant Plot North East Of The Vallance Centre Brunswick Street,0.034897,unknown-ownership,Planning Permission,0.9560513932712565,0.5833333333333334,0.9109330465303254,0.8167725910449718
